00622,17.992876,-67.153699
00646,18.459098,-66.272418
00656,18.037324,-66.796287
00659,18.416025,-66.796287
00751,18.002225,-66.260518
01050,42.270928,-72.903169
01082,42.288872,-72.277566
01367,42.69587,-72.934949
01378,42.666338,-72.344874
01474,42.66967,-71.743376
01545,42.28678,-71.713616
01843,42.691573,-71.161102
02136,42.252918,-71.129278
02539,41.384969,-70.530625
02779,41.825889,-71.070392
02813,41.39589,-71.662973
02857,41.823378,-71.643826
03238,43.9825,-71.8939
03242,43.169199,-71.8212
03243,43.529346,-71.755619
03291,43.141561,-71.129738
03570,44.454995,-71.26073
03576,44.8964,-71.39544
03604,43.1281,-72.3928
03818,43.966632,-71.236342
03896,43.5919,-71.2062
04004,43.6133,-70.5506
04055,43.971483,-70.625906
04219,44.410881,-70.629866
04252,44.025039,-70.058865
04349,44.435084,-70.073138
04354,44.395965,-69.42429
04401,44.863639,-68.815722
04408,44.913,-68.351688
04441,45.533506,-69.466488
04455,45.378214,-68.289476
04462,45.668414,-68.769541
04463,45.28425,-68.875189
04464,45.299562,-69.520894
04492,45.39179,-67.567242
04551,44.015353,-69.434788
04654,44.795059,-67.57089
04732,46.674858,-68.510875
04737,46.62413,-69.539929
04737,46.62413,-69.539929
04757,46.655787,-68.175925
04765,46.137885,-68.56112
04774,47.091872,-69.056862
04774,47.091872,-69.056862
04776,45.809432,-68.304412
04780,46.16536,-68.238341
04783,47.062978,-68.253102
04925,45.254668,-69.906115
04936,45.400842,-70.630941
04943,44.85888,-69.527783
04945,45.740241,-70.245567
04945,45.740241,-70.245567
04954,44.87974,-70.042414
04964,44.874401,-70.73334
05038,43.99547,-72.46001
05048,43.578176,-72.429138
05340,43.162644,-72.932236
05471,44.854104,-72.587924
05488,44.902072,-73.133964
05495,44.424416,-73.087094
05681,44.449835,-72.412264
05766,43.98408,-72.985649
05777,43.571372,-73.049234
05824,44.438108,-71.851258
05833,44.83945,-71.954782
06069,41.855594,-73.434241
06089,41.838743,-72.823856
06269,41.807038,-72.251674
06333,41.376501,-72.236964
06472,41.376411,-72.769162
06801,41.38183,-73.392979
07620,40.959648,-73.918824
07866,40.957694,-74.491929
08092,39.660589,-74.287743
08095,39.656982,-74.862716
08214,39.1932,-74.8256
08527,40.102318,-74.354874
08803,40.5217,-75.0066
08904,40.501927,-74.428894
10933,41.3663,-74.5067
10997,41.3932,-73.9585
11933,40.920518,-72.748315
11975,40.939727,-72.248021
12025,43.097076,-74.138936
12107,42.6711,-74.1161
12140,42.687926,-73.570923
12165,42.304114,-73.507864
12429,41.816932,-73.976734
12459,42.22007,-74.693286
12473,42.272243,-74.074456
12788,41.801414,-74.581929
12814,43.606002,-73.632857
12848,43.1008,-73.5256
12852,43.999198,-74.114938
12856,43.632665,-74.130924
12912,44.457023,-73.77934
12935,44.852842,-73.777513
12960,44.024892,-73.542767
12966,44.805877,-74.419299
12970,44.478665,-74.257305
13030,43.156396,-75.947712
13052,42.70528,-75.872545
13071,42.675581,-76.537805
13113,43.1658,-76.5374
13329,43.104917,-74.689738
13335,42.71302,-75.251088
13353,43.479922,-74.747556
13368,43.641324,-75.337552
13426,43.564,-76.0025
13488,42.690241,-74.748123
13492,43.121908,-75.322049
13619,43.979755,-75.557349
13633,44.504544,-75.47646
13634,44.016714,-76.086148
