ZipCode,Population,HouseholdsPerZipCode,WhitePop,BlackPop,HispanicPop,AsianPop,HawaiianPop,IndianPop,MalePop,FemalePop,PersonsPerHousehold,AverageHouseValue,IncomePerHousehold
87310,938,297,1,5,14,,,934,464,474,3.11,21400,30139
87311,4208,1139,41,24,95,,7,4175,2061,2147,3.69,17400,14964
87312,579,189,136,3,30,2,,458,271,308,3.06,9999,21667
87313,5662,1688,204,36,81,25,2,5444,2787,2875,3.26,23400,21276
87315,149,74,111,1,19,3,,33,71,78,2.01,61700,12292
87316,1304,398,68,5,28,1,,1245,620,684,3.28,18600,22933
87317,1956,586,381,34,831,5,4,1095,982,974,3.34,57800,31612
87319,1832,566,79,7,35,5,,1764,894,938,3.24,10800,20298
87320,765,207,20,1,17,,,758,361,404,3.7,38000,25125
87321,2226,805,704,25,115,11,2,1533,1091,1135,2.76,81700,24447
87322,247,63,49,1,8,,,194,121,126,3.92,65500,22917
87323,4558,1386,676,16,312,9,8,3831,2208,2350,3.29,18900,23496
87325,3034,923,77,8,47,44,3,2930,1445,1589,3.28,13700,19811
87326,1688,537,199,12,41,9,1,1474,825,863,3.14,18800,19167
87327,7883,1969,222,35,205,39,1,7619,3846,4037,3.99,56300,21010
87328,2668,734,58,13,76,9,1,2605,1248,1420,3.63,26800,14858
87347,309,121,214,8,39,,,89,161,148,2.55,162500,47143
87357,604,215,76,8,29,16,,514,294,310,2.81,,
87364,1111,359,21,1,12,1,2,1103,570,541,3.09,23800,16646
87365,,,,,,,,,,,,,
87375,3193,901,68,17,62,3,1,3132,1577,1616,3.53,33100,30357
87401,46293,16195,28641,715,11349,385,91,12985,22882,23411,2.77,98900,34207
87402,11034,3995,8649,146,2166,121,11,1536,5488,5546,2.76,111900,47410
87410,17603,6628,14623,144,3627,114,15,1721,8717,8886,2.65,98700,37439
87412,966,367,595,3,459,7,1,141,504,462,2.63,129900,24934
87413,16792,5745,11012,143,5028,81,13,4323,8339,8453,2.91,92300,35725
87415,1791,716,1530,11,406,7,3,81,909,882,2.5,128900,47014
87416,5454,1512,723,40,260,16,5,4766,2684,2770,3.61,58700,26926
87417,6910,2100,2750,52,782,59,23,4001,3504,3406,3.29,89300,44455
87418,1059,385,924,8,127,8,4,94,555,504,2.75,148100,50278
87419,464,212,402,6,88,7,2,30,253,211,2.13,98300,45673
87420,11967,3474,277,49,161,36,7,11760,5827,6140,3.42,31300,23724
87421,1871,556,522,7,130,5,6,1320,906,965,3.37,61600,26250
87455,1750,586,49,13,39,6,,1694,890,860,2.99,17500,12188
87461,1315,422,11,,18,1,,1302,672,643,3.12,9999,13430
87499,453,155,11,1,9,7,,432,245,208,2.92,,
87501,15147,8252,13547,215,4728,294,32,380,7023,8124,1.82,239900,40406
87502,,,,,,,,,,,,,
87503,,,,,,,,,,,,,
87504,,,,,,,,,,,,,
87505,31013,14952,26362,436,12936,627,56,1029,14653,16360,2.01,179700,43725
87506,12580,5554,7880,80,5676,123,26,1941,6215,6365,2.27,,
87507,45890,17207,33132,637,33093,724,111,1485,22567,23323,2.66,,
87508,18183,7300,15715,271,6589,330,34,683,9236,8947,2.29,,
87509,,,,,,,,,,,,,
87510,1096,465,720,5,698,9,2,70,554,542,2.3,160500,32024
87511,2747,1015,1414,6,2414,8,2,117,1386,1361,2.7,120700,35625
87512,199,92,147,,146,3,,1,96,103,2.16,45000,25446
87513,1007,442,813,8,509,4,1,31,505,502,2.28,188600,20104
87514,1345,647,1105,4,633,9,,31,685,660,2.08,271200,26174
87515,311,131,203,2,281,1,,5,141,170,2.37,98800,28125
87516,130,47,67,7,121,,,4,68,62,2.64,32000,26250
87517,356,227,326,5,43,5,2,15,194,162,1.57,215600,36719
87518,91,37,70,,69,,2,2,48,43,2.46,95000,30625
87519,460,196,347,6,365,,,14,226,234,2.35,87500,21157
87520,1419,653,1047,28,835,9,1,85,715,704,2.17,93600,32350
87521,1003,422,647,4,800,13,4,77,499,504,2.38,71400,24063
87522,3384,1414,2070,25,3020,11,12,141,1658,1726,2.39,133100,31515
87523,405,165,223,1,387,1,,9,192,213,2.45,,
87524,260,112,168,2,206,,,7,128,132,2.32,62000,45104
87525,72,41,66,,17,,,,41,31,1.63,201600,29125
87527,880,413,586,3,627,2,,37,440,440,2.13,122700,26507
87528,3417,1088,264,38,450,11,1,3042,1662,1755,3.08,51200,27396
87529,3600,1683,2719,12,1781,33,2,158,1746,1854,2.13,189300,32991
87530,974,414,571,10,762,11,3,17,458,516,2.35,98300,32279
87531,368,195,296,4,176,8,1,21,191,177,1.89,79700,22692
87532,18223,7158,11885,147,14292,225,15,1846,8888,9335,2.53,129000,31714
87533,185,65,13,4,159,2,,19,73,112,2.85,35000,19167
87535,1270,558,1064,10,708,11,,47,633,637,2.28,146400,38529
87537,2957,1084,1795,21,2630,14,3,96,1479,1478,2.73,132500,25820
87538,493,231,356,7,302,3,1,15,255,238,2.13,,
87539,269,125,180,8,204,1,,6,142,127,2.15,91700,28750
87540,923,451,852,3,195,25,3,17,427,496,2.05,359400,46667
87543,247,107,159,1,186,2,,8,126,121,2.31,96000,35694
87544,17950,7663,16199,176,2646,1249,27,293,9029,8921,2.33,228300,78945
87545,,,,,,,,,,,,,
87548,928,355,527,12,709,6,,42,444,484,2.61,98800,41382
87549,1118,440,830,5,848,7,3,44,532,586,2.54,127200,29875
87551,305,143,221,,201,2,1,8,153,152,2.13,130000,28625
87552,3325,1403,2378,38,2580,25,,115,1667,1658,2.36,122500,32885
87553,1209,499,736,9,995,6,1,164,590,619,2.42,89700,21708
87554,61,32,29,,56,,,4,35,26,1.91,,
87556,2417,1070,1854,18,1708,13,3,55,1216,1201,2.25,101200,25750
87557,6359,2673,4529,71,4323,63,22,287,3171,3188,2.32,151400,27406
87558,606,285,578,2,71,,1,7,316,290,2.12,163000,37000
87560,1445,603,873,19,1124,7,,70,726,719,2.37,82300,22188
87562,576,226,409,6,408,,2,22,297,279,2.55,86900,20179
87564,332,152,291,8,137,6,,12,164,168,1.95,206300,35952
87565,478,201,308,3,370,1,,14,235,243,2.38,77800,21550
87566,3000,1069,557,21,1612,11,20,1327,1472,1528,2.72,90000,27688
87567,1634,623,1021,13,1456,8,10,59,797,837,2.61,131900,30117
87569,442,172,251,2,350,2,,4,227,215,2.57,74700,19079
87571,11706,5313,8153,112,5558,160,15,1744,5638,6068,2.17,153000,25954
87573,36,18,25,2,21,,,1,21,15,2,275000,18750
87574,187,65,156,4,103,10,1,4,93,94,2.42,,
87575,789,289,584,5,641,1,,12,446,343,2.37,80000,27917
87576,,,,,,,,,,,,,
87577,454,258,400,9,75,15,,28,251,203,1.76,30900,17500
87578,611,272,376,5,523,,3,12,307,304,2.25,81100,18662
87579,890,374,613,5,691,39,,22,423,467,2.28,91900,33438
87580,449,212,357,,196,,,6,226,223,2.12,202500,22125
87581,141,74,116,3,112,,,,77,64,1.91,83800,11250
87582,1350,558,894,5,1130,4,2,37,682,668,2.42,108200,28286
87583,234,100,142,,211,1,,22,120,114,2.34,49500,32778
87592,,,,,,,,,,,,,
87594,,,,,,,,,,,,,
87701,20081,8044,13975,448,15834,276,58,577,9952,10129,2.34,89100,25921
87710,1768,852,1600,9,334,25,5,38,925,843,2.08,193900,45060
87711,753,283,516,9,662,5,,18,382,371,2.66,44400,15978
87712,283,119,207,10,241,,,17,144,139,2.38,112500,33750
87713,283,122,166,,229,,,15,142,141,2.32,80600,14250
87714,1151,510,972,9,609,6,10,31,580,571,2.23,80400,30042
87715,532,235,337,2,459,1,,19,261,271,2.26,66700,18000
87718,467,209,417,,100,4,,12,244,223,2.18,95500,35147
87722,376,179,292,,284,2,2,8,199,177,2.1,90000,14583
87723,408,156,314,7,349,3,,15,208,200,2.56,73000,34583
87724,88,30,85,,75,2,,1,43,45,2.93,32500,24861
87728,417,184,363,5,157,2,,12,213,204,2.27,62900,27875
87729,126,61,112,,50,3,3,3,62,64,2.07,70000,48750
87730,27,13,24,,8,,,,14,13,2.08,32500,65833
87731,223,102,165,,136,1,1,5,120,103,2.19,97500,33214
87732,1672,723,1235,23,1385,5,1,17,852,820,2.31,89500,21277
87733,158,79,135,,73,,,1,82,76,2,29100,28281
87734,181,84,109,,121,2,,4,96,85,2.15,45000,35156
87735,90,39,68,,64,7,,,47,43,2.31,69200,7308
87736,233,99,180,,200,,,3,123,110,2.35,126600,25938
87740,8068,3488,7072,48,4298,39,5,238,4001,4067,2.27,72500,29452
87742,609,263,498,1,364,7,1,6,309,300,2.32,156300,30667
87743,361,186,317,4,181,,,7,193,168,1.94,23800,22500
87745,654,266,511,1,416,5,,15,315,339,2.46,157100,24375
87746,120,59,99,,68,,,2,71,49,2.03,,
87747,1624,639,1319,26,912,7,,72,921,703,2.16,52100,29271
87749,75,37,66,,19,2,1,1,33,42,2.03,,
87750,11,4,11,,11,,,,7,4,2.75,625000,21667
87752,431,212,359,4,325,1,1,16,226,205,2.03,24900,21979
87753,254,99,224,,184,,,6,123,131,2.57,82100,21250
87801,10221,4134,8629,190,5495,265,18,491,5327,4894,2.34,85700,22799
87820,161,87,140,,73,,,3,87,74,1.85,95000,17500
87821,672,332,635,3,100,3,1,17,347,325,1.94,82200,26458
87823,884,388,799,14,427,10,,17,427,457,2.28,75900,30605
87824,194,82,189,,26,,,8,103,91,2.29,66700,23000
87825,2999,998,1229,23,606,15,3,1654,1474,1525,3.01,52400,20878
87827,276,146,250,3,32,1,,20,147,129,1.89,27500,16923
87828,429,162,371,3,282,3,,29,217,212,2.65,44200,23750
87829,922,419,819,12,144,2,,94,482,440,2.18,87200,23571
87830,999,451,933,2,276,5,,39,532,467,2.09,74300,25188
87831,195,83,181,2,62,,,9,91,104,2.35,118800,40313
87832,600,270,539,1,289,8,,24,312,288,2.22,90900,31736
87901,7139,3561,6377,60,1980,60,17,289,3532,3607,1.93,66900,21063
87930,829,298,551,7,605,,1,11,440,389,2.78,69600,20833
87931,634,324,579,2,114,7,,24,321,313,1.96,85000,27743
87933,106,29,37,,77,,,,48,58,3.66,94300,37188
87935,1770,960,1678,8,240,19,1,53,905,865,1.84,143400,30929
87936,515,177,371,1,417,1,,18,262,253,2.91,70000,30313
87937,3303,1005,2340,19,2859,16,12,56,1688,1615,3.26,54800,21295
87939,125,54,120,,21,,,2,68,57,2.31,95000,55368
87940,669,222,497,8,498,1,,15,348,321,3.01,22900,17216
87941,1216,328,917,4,1093,9,1,12,614,602,3.71,52400,18750
87942,898,437,838,1,205,,,42,458,440,2.05,58900,25500
87943,228,117,215,,40,1,,11,120,108,1.95,84300,24375
88001,37484,15132,27730,1355,24535,1009,103,1348,18276,19208,2.41,72100,23114
88002,1656,457,1265,233,309,86,24,48,917,739,3.05,75000,43500
88003,894,4,714,43,327,30,6,46,452,442,7.25,,80488
88004,699,,527,43,367,,,55,697,2,,,
88005,27116,10692,21814,594,15357,340,60,766,13433,13683,2.42,110800,35914
88006,,,,,,,,,,,,,
88007,24048,8878,19364,391,14181,214,44,549,11722,12326,2.69,,
88008,5747,1998,4911,99,4326,54,16,66,2769,2978,2.88,107900,38571
88009,88,29,82,,16,,2,,42,46,2.76,112500,50500
88011,27698,12048,23024,855,10577,973,66,562,13323,14375,2.28,138200,42237
88012,25961,8956,20044,753,16120,361,68,677,12722,13239,2.9,95000,32974
88013,,,,,,,,,,,,,
88020,882,345,763,2,274,4,4,24,446,436,2.56,72000,28056
88021,18421,5471,12955,145,16835,57,14,186,8886,9535,3.37,65700,22767
88022,1343,504,1195,13,738,14,6,59,674,669,2.36,52500,25000
88023,2406,957,1954,20,1999,11,1,126,1154,1252,2.51,62800,22304
88024,236,65,173,1,219,,,2,108,128,3.63,50500,17097
88025,256,121,244,1,17,,,9,137,119,2.12,120400,38472
88026,1658,651,1360,32,1306,12,5,52,787,871,2.55,60300,20643
88027,493,163,355,1,451,,,5,236,257,3.02,66400,22500
88028,492,224,481,1,31,,,9,249,243,2.2,,
88029,1873,661,1312,13,1471,13,,38,939,934,2.83,51300,13651
88030,23222,8932,18782,363,13952,177,46,470,11535,11687,2.54,66600,21266
88031,,,,,,,,,,,,,
88032,195,67,116,2,170,,,5,98,97,2.91,,
88033,11,4,8,,9,,,,7,4,2.75,230600,42917
88034,96,44,88,,42,,,,51,45,2.18,,
88036,,,,,,,,,,,,85000,23203
88038,431,201,399,4,105,,,11,219,212,2.14,102100,37054
88039,465,259,451,2,51,1,,5,230,235,1.77,96700,28021
88040,116,63,108,1,29,4,,1,71,45,1.84,37500,18625
88041,1243,618,1107,9,412,13,,60,627,616,2.01,61100,31000
88042,250,144,236,,29,4,,11,127,123,1.74,81700,13250
88043,1621,677,1389,14,1082,8,,48,800,821,2.39,56200,25574
88044,3896,1356,3070,8,3094,20,9,63,1872,2024,2.87,78700,27755
88045,3662,1433,3175,37,2415,23,1,36,1827,1835,2.52,49000,23398
88046,697,336,667,3,437,8,,14,346,351,2.07,,
88047,1967,671,1370,15,1455,14,1,18,983,984,2.93,115500,38942
88048,3862,1123,2522,29,3688,10,,47,1921,1941,3.44,60200,23333
88049,408,191,366,3,124,3,,7,209,199,2.14,107900,35208
88051,94,41,92,2,5,1,,,50,44,2.05,112500,23393
88052,270,130,227,7,106,1,,8,138,132,2.08,137500,19583
88053,133,80,126,,9,1,,5,72,61,1.66,142800,28036
88054,,,,,,,,,,,,,
88055,37,22,37,,,,,,19,18,1.68,55400,30833
88056,233,118,215,1,48,5,,7,122,111,1.97,46300,17813
88058,,,,,,,,,,,,,
88061,18585,7937,16290,243,8097,148,31,414,9086,9499,2.29,104400,30935
88062,,,,,,,,,,,,,
88063,12799,3416,9575,89,12495,29,12,90,6102,6697,3.75,55900,20139
88065,624,266,608,8,272,5,,7,300,324,2.35,76500,35673
88072,2501,680,1508,32,2310,8,4,28,1259,1242,3.68,72300,20192
88081,15708,4222,9951,235,12467,81,22,251,8125,7583,3.46,,
88101,45006,16812,32822,3554,18095,1002,125,942,22475,22531,2.63,65900,28934
88102,,,,,,,,,,,,,
88103,278,,208,51,38,19,1,2,239,39,,,
88112,123,62,121,1,6,,,3,59,64,1.98,39500,32000
88113,103,40,74,,48,,,1,64,39,2.58,45000,30625
88114,35,18,35,,,,,,19,16,1.94,27500,30625
88115,44,19,40,,11,,,,25,19,2.32,60000,33125
88116,455,191,399,4,79,4,,2,216,239,2.38,41300,24038
88118,180,75,159,,35,,,,91,89,2.4,55000,30625
88119,1932,869,1759,8,747,8,5,64,949,983,2.21,46400,25917
88120,239,101,216,3,43,,1,9,116,123,2.37,88300,31908
88121,152,63,151,1,16,1,,,82,70,2.41,41000,29531
88122,,,,,,,,,,,,,
88123,,,,,,,,,,,,,
88124,1165,509,1072,11,169,14,,29,591,574,2.29,41700,30645
88125,90,33,82,,10,,,1,43,47,2.73,80000,40625
88126,30,14,30,,,,,,15,15,2.14,85000,10833
88130,18651,6825,14786,468,7648,229,26,439,9381,9270,2.57,55200,26584
88132,199,78,181,,48,,,3,99,100,2.55,75000,23750
88133,,,,,,,,,,,,,
88134,46,23,41,,21,,,4,25,21,2,9999,21875
88135,1804,617,1162,69,824,10,3,34,942,862,2.92,53300,27375
88136,44,20,39,1,11,,,,18,26,2.2,875000,19750
88201,25490,9952,20972,471,9205,383,58,459,12467,13023,2.48,62800,28468
88202,,,,,,,,,,,,,
88203,31561,10991,21496,1117,19554,246,70,694,15425,16136,2.81,,
88210,17217,6264,13404,234,8355,104,32,466,8664,8553,2.68,65100,31277
88211,,,,,,,,,,,,,
88213,,,,,,,,,,,,450000,38750
88220,33725,13102,27442,746,13753,392,55,749,16738,16987,2.53,64700,32829
88221,,,,,,,,,,,,,
88230,5179,1690,3540,43,3377,23,1,85,2671,2508,3.06,44900,29550
88231,3238,1201,2772,44,1476,16,3,42,1659,1579,2.7,39000,32083
88232,2525,734,1679,50,1536,15,9,84,1464,1061,3.04,41700,25583
88240,37149,12631,28186,2506,19708,236,55,730,19122,18027,2.81,50500,28115
88241,,,,,,,,,,,,,
88242,6141,2157,5375,131,1828,72,9,81,3133,3008,2.84,92700,43022
88244,,,,,,,,,,,,,
88250,270,113,245,1,75,5,,9,145,125,2.39,55000,36667
88252,2160,842,1874,24,998,6,1,37,1082,1078,2.57,26500,30893
88253,935,329,680,10,508,1,,13,470,465,2.84,55000,25000
88254,191,89,180,2,24,2,,,96,95,2.15,42100,25469
88255,128,53,119,1,23,,,2,73,55,2.42,75000,40714
88256,1925,663,1381,25,1304,3,,52,978,947,2.9,44700,26215
88260,14343,4735,10352,344,8432,82,6,282,7200,7143,2.96,48800,28516
88262,30,13,28,,1,1,,3,13,17,2.31,36300,12917
88263,175,61,118,,123,,,3,89,86,2.87,32900,25625
88264,39,20,39,,2,,,,18,21,1.95,,
88265,243,96,228,1,70,,,1,127,116,2.53,79400,34135
88267,1349,523,1103,19,548,8,1,22,672,677,2.58,32800,28533
88268,7,3,7,,5,,,,2,5,2.33,625000,80000
88301,1386,616,1189,18,522,8,3,50,751,635,2.06,49100,24828
88310,35776,14995,29340,2203,10644,945,214,984,17705,18071,2.34,78000,31574
88311,854,375,744,29,174,12,,19,430,424,2.28,,
88312,2586,1193,2461,10,414,20,,26,1282,1304,2.17,126100,40163
88314,210,92,153,5,75,,,28,113,97,2.28,108600,39667
88316,2351,1021,2104,21,503,4,3,39,1159,1192,2.3,87200,28090
88317,1751,823,1684,5,172,9,3,37,862,889,2.13,108700,38276
88318,381,178,347,4,102,,,12,201,180,2.14,47000,34063
88321,187,91,161,,89,,,7,96,91,2.05,34800,23859
88323,14,7,12,,2,,,,8,6,2,,61250
88324,210,92,192,,84,,,7,105,105,2.28,130400,28750
88325,899,437,851,9,120,8,6,26,469,430,2.06,111500,39653
88330,3054,822,2420,438,468,166,51,62,1730,1324,3.05,34000,36838
88336,267,106,244,2,120,,,1,123,144,2.52,86300,29063
88337,2295,985,2122,17,541,23,2,39,1132,1163,2.33,95900,31840
88338,189,88,180,2,56,3,,1,91,98,2.15,79000,25750
88339,618,281,596,5,81,,1,9,322,296,2.18,93200,32344
88340,3616,1021,212,31,374,4,4,3394,1751,1865,3.5,40400,23717
88341,538,258,504,1,79,2,,16,280,258,2.09,121700,33977
88342,52,29,41,,16,4,,,30,22,1.79,,
88343,48,17,31,,34,,1,,27,21,2.82,85000,34167
88344,159,59,151,1,24,1,,7,89,70,2.69,123200,62574
88345,8845,4159,7765,75,2367,71,27,334,4263,4582,2.13,125700,38882
88346,3132,1263,2420,33,1517,10,9,178,1507,1625,2.48,80300,28015
88347,100,45,99,1,5,,,4,53,47,1.98,69000,27750
88348,314,124,226,4,191,1,,13,158,156,2.53,127100,28977
88349,70,31,63,,1,7,,,40,30,2.26,,
88350,368,200,347,,53,6,,7,202,166,1.84,68500,24519
88351,256,108,217,,127,,,2,129,127,2.37,85000,27083
88352,5188,2186,4293,67,2166,56,11,353,2561,2627,2.37,65800,28161
88353,473,217,339,7,403,5,,10,236,237,2.17,32300,23000
88354,108,57,107,,,1,,1,52,56,1.89,122500,30481
88355,29,13,29,,11,,,1,15,14,2.23,,
88401,6944,3104,6063,140,3481,117,10,160,3392,3552,2.23,53000,24094
88410,129,57,126,1,21,,,3,69,60,2.26,53600,41875
88411,82,38,77,,10,,,4,43,39,2.16,225000,20938
88414,39,16,38,,13,,1,3,21,18,2.44,43200,45000
88415,3569,1261,2888,99,1645,28,,115,2081,1488,2.31,51200,27450
88416,189,107,184,1,36,3,,2,106,83,1.77,89400,26833
88417,25,12,24,,7,,,,13,12,2.08,22500,6250
88418,294,140,277,,80,,,5,143,151,2.1,38600,26354
88419,229,103,218,4,26,3,,1,121,108,2.22,53200,13750
88421,19,14,15,,5,,,,12,7,1.36,9999,25972
88422,68,40,61,,11,,,5,36,32,1.7,75000,66250
88424,128,53,112,1,26,,,,73,55,2.42,103100,26250
88426,1212,591,1140,6,219,3,,20,598,614,2.05,68100,25450
88427,119,49,117,,12,,,6,65,54,2.43,106300,26500
88430,162,74,156,6,13,,,2,91,71,2.19,31000,22188
88431,49,22,44,,20,,,,27,22,2.23,105000,41250
88433,,,,,,,,,,,,,
88434,369,160,342,4,85,6,1,18,182,187,2.31,35400,25500
88435,3559,1287,2618,76,2783,72,1,101,2071,1488,2.32,66900,26607
88436,185,73,179,,7,5,,6,93,92,2.53,45000,31458
88439,,,,,,,,,,,,,
88510,,,,,,,,,,,,,
88511,,,,,,,,,,,,,
88512,,,,,,,,,,,,,
88513,,,,,,,,,,,,,
88514,,,,,,,,,,,,,
88515,,,,,,,,,,,,,
88516,,,,,,,,,,,,,
88517,,,,,,,,,,,,,
88518,,,,,,,,,,,,,
88519,,,,,,,,,,,,,
88520,,,,,,,,,,,,,
88521,,,,,,,,,,,,,
88523,,,,,,,,,,,,,
88524,,,,,,,,,,,,,
88525,,,,,,,,,,,,,
88526,,,,,,,,,,,,,
88527,,,,,,,,,,,,,
88528,,,,,,,,,,,,,
88529,,,,,,,,,,,,,
88530,,,,,,,,,,,,,
88531,,,,,,,,,,,,,
88532,,,,,,,,,,,,,
88533,,,,,,,,,,,,,
88534,,,,,,,,,,,,,
88535,,,,,,,,,,,,,
88536,,,,,,,,,,,,,
88538,,,,,,,,,,,,,
88539,,,,,,,,,,,,,
88540,,,,,,,,,,,,,
88541,,,,,,,,,,,,,
88542,,,,,,,,,,,,,
88543,,,,,,,,,,,,,
88544,,,,,,,,,,,,,
88545,,,,,,,,,,,,,
88546,,,,,,,,,,,,,
88547,,,,,,,,,,,,,
88548,,,,,,,,,,,,,
88549,,,,,,,,,,,,,
88550,,,,,,,,,,,,,
88553,,,,,,,,,,,,,
88554,,,,,,,,,,,,,
88555,,,,,,,,,,,,,
88556,,,,,,,,,,,,,
88557,,,,,,,,,,,,,
88558,,,,,,,,,,,,,
88559,,,,,,,,,,,,,
88560,,,,,,,,,,,,,
88561,,,,,,,,,,,,,
88562,,,,,,,,,,,,,
88563,,,,,,,,,,,,,
88565,,,,,,,,,,,,,
88566,,,,,,,,,,,,,
88567,,,,,,,,,,,,,
88568,,,,,,,,,,,,,
88569,,,,,,,,,,,,,
88570,,,,,,,,,,,,,
88571,,,,,,,,,,,,,
88572,,,,,,,,,,,,,
88573,,,,,,,,,,,,,
88574,,,,,,,,,,,,,
88575,,,,,,,,,,,,,
88576,,,,,,,,,,,,,
88577,,,,,,,,,,,,,
88578,,,,,,,,,,,,,
88579,,,,,,,,,,,,,
88580,,,,,,,,,,,,,
88581,,,,,,,,,,,,,
88582,,,,,,,,,,,,,
88583,,,,,,,,,,,,,
88584,,,,,,,,,,,,,
88585,,,,,,,,,,,,,
88586,,,,,,,,,,,,,
88587,,,,,,,,,,,,,
88588,,,,,,,,,,,,,
88589,,,,,,,,,,,,,
88590,,,,,,,,,,,,,
88595,,,,,,,,,,,,,
88901,,,,,,,,,,,,,
88905,,,,,,,,,,,,,
89001,1224,457,1177,3,71,14,27,14,630,594,2.68,95700,43456
89002,31880,10801,27885,1237,4414,1929,341,490,15834,16046,2.95,,
89003,1032,518,904,11,150,20,3,30,550,482,1.99,93700,41076
89004,313,142,296,3,15,12,,10,148,165,2.2,194300,54091
89005,15065,6513,14312,236,1072,283,93,280,7498,7567,2.26,172500,50622
89006,,,,,,,,,,,,,
89007,1351,353,1221,15,369,8,18,25,691,660,3.83,131700,45076
89008,1508,578,1360,48,119,19,3,61,803,705,2.58,66500,27578
89009,,,,,,,,,,,,,
89010,415,172,340,4,105,1,2,45,233,182,2.41,82000,28214
89011,19550,7643,14391,1863,4212,1929,263,369,9833,9717,2.56,1000001,105371
89012,29085,12164,24098,1598,3438,2928,379,329,14322,14763,2.39,172600,62261
89013,285,164,273,1,20,4,,8,158,127,1.73,71300,33125
89014,36922,15006,28171,3354,7433,3344,646,609,18256,18666,2.45,162000,56876
89015,38993,14129,31978,2823,7232,1840,436,834,19357,19636,2.72,134200,50970
89016,,,,,,,,,,,,,
89017,176,68,161,,16,3,,4,90,86,2.59,45000,7344
89018,1007,440,912,25,117,28,11,41,521,486,2.29,157800,40966
89019,2673,1164,2241,116,434,136,27,60,1379,1294,2.3,85000,46471
89020,1456,548,1244,15,667,21,1,23,789,667,2.66,80800,34432
89021,3605,1092,3389,40,327,47,29,50,1840,1765,3.3,157500,48250
89022,69,35,64,,3,1,,7,36,33,1.97,70900,50794
89023,,,,,,,,,,,,,
89024,,,,,,,,,,,,105900,32708
89025,1400,437,890,8,424,8,6,278,705,695,3.2,116700,36955
89026,150,,117,22,13,5,,2,7,143,,,
89027,15275,6377,13025,178,3658,361,73,229,7507,7768,2.38,133500,40392
89028,,,,,,,,,,,,160000,55625
89029,7546,3711,6688,294,1014,260,71,151,3805,3741,2.03,140200,36885
89030,53928,13660,22961,9658,37854,1084,361,894,27896,26032,3.78,84000,31306
89031,60589,19191,36012,12386,16878,5648,1170,1021,30048,30541,3.16,134300,59325
89032,40297,12786,18747,11806,14109,3365,744,669,19748,20549,3.15,130600,53332
89033,,,,,,,,,,,,,
89034,,,,,,,,,,,,,
89036,,,,,,,,,,,,,
89037,,,,,,,,,,,,,
89039,316,177,309,9,16,,,9,160,156,1.79,120000,42594
89040,3721,1473,3499,25,433,33,22,85,1857,1864,2.5,142200,37103
89041,,,,,,,,,,,,,
89042,1010,374,978,4,32,10,1,17,503,507,2.7,78900,30455
89043,1429,512,1309,80,94,14,4,21,852,577,2.35,81300,30089
89044,14260,6325,11225,720,1215,2301,131,147,6964,7296,2.25,,
89045,1505,584,1371,12,184,23,1,64,784,721,2.58,,
89046,660,365,637,2,43,5,2,22,348,312,1.79,136500,25272
89047,107,55,99,,6,,,1,61,46,1.95,112500,48056
89048,21169,8718,19025,610,2627,531,184,490,10478,10691,2.42,130500,34856
89049,2727,1149,2515,86,237,23,15,63,1440,1287,2.26,78200,37692
89052,47214,19491,37760,2545,5264,6426,531,493,22845,24369,2.42,203300,70089
89053,,,,,,,,,,,,,
89054,105,53,97,,1,9,,3,49,56,1.98,,
89060,10227,4144,9023,292,1380,217,115,286,5179,5048,2.43,,
89061,5252,2109,4707,165,696,143,37,127,2668,2584,2.49,,
89067,,,,,,,,,,,,,
89070,,,,,,,,,,,,,
89074,47095,18379,38013,3170,6699,4642,697,573,23019,24076,2.55,,
89077,,,,,,,,,,,,,
89081,29774,9433,15302,7385,8816,3561,699,475,14845,14929,3.16,,
89084,21837,8016,13666,4079,3733,3166,408,256,10707,11130,2.72,,
89085,3367,1059,2336,415,604,524,57,39,1667,1700,3.18,,
89086,4726,1592,2247,1570,1365,394,91,80,2340,2386,2.97,,
89087,,,,,,,,,,,,,
89101,46055,14454,22600,6706,27622,1927,406,833,27221,18834,2.78,88100,23166
89102,35759,13347,18703,3629,18229,3191,423,476,18633,17126,2.66,122900,32674
89103,50519,22026,29584,6676,16150,7163,710,801,26351,24168,2.28,130800,36953
89104,39909,13927,23179,3418,21344,2809,422,672,20874,19035,2.85,111900,34252
89105,,,,,,,,,,,,,
89106,25759,8377,8234,10844,10111,1268,272,381,12906,12853,2.99,95800,28527
89107,36282,12197,22951,3149,17211,1906,419,610,18398,17884,2.97,109100,40444
89108,70123,24466,41762,10984,27897,3831,877,1298,35077,35046,2.84,117700,44204
89109,7770,4174,4923,922,2069,1027,91,150,4343,3427,1.85,131200,27429
89110,70994,20374,37913,7306,41830,4638,645,962,35522,35472,3.48,114000,43073
89111,,,,,,,,,,,,,
89112,,,,,,,,,,,,,
89113,23800,9785,14855,2118,3820,5633,349,276,11851,11949,2.43,189800,61057
89114,,,,,,,,,,,,,
89115,58794,17496,25836,12073,32618,2535,718,1106,29395,29399,3.31,98900,31370
89116,,,,,,,,,,,,,
89117,55416,23699,39372,5862,8238,8279,656,747,27312,28104,2.34,184000,52328
89118,19318,8280,11595,2667,3690,3580,381,315,9900,9418,2.31,152400,42067
